FO,French Polynesia,175,OC,32,63,-17.65,149.40,10.0,FO;
FO/a,Austral Islands,508,OC,32,63,-23.37,149.48,10.0,=TX5W;
FO/c,Clipperton Island,36,NA,7,10,10.28,109.22,8.0,=TX5K;
FO/m,Marquesas Islands,509,OC,31,63,-8.92,140.07,9.5,=FO/JI1JKW;
FP,St. Pierre & Miquelon,277,NA,5,9,46.77,56.20,3.0,FP;
FR,Reunion Island,453,AF,39,53,-21.12,-55.48,-4.0,FR;
FS,St. Martin,213,NA,8,11,18.08,63.03,4.0,FS;
FT/g,Glorioso Islands,99,AF,39,53,-11.55,-47.28,-4.0,FT0G FT1G FT2G FT3G FT4G FT5G FT6G FT7G FT8G FT9G;
FT/j,"Juan de Nova, Europa",124,AF,39,53,-17.05,-42.72,-3.0,FT0E FT0J FT1E FT1J FT2E FT2J FT3E FT3J FT4E FT4J FT6E FT6J FT7E FT7J FT8E FT8J FT9E FT9J;
FT/t,Tromelin Island,276,AF,39,53,-15.88,-54.50,-4.0,FT0T FT1T FT2T FT3T FT4T FT5T FT6T FT7T FT8T FT9T;
FT/w,Crozet Island,41,AF,39,68,-46.42,-51.75,-5.0,FT0W FT1W FT2W FT3W FT4W FT5W FT6W FT7W FT8W;
FT/x,Kerguelen Islands,131,AF,39,68,-49.00,-69.27,-5.0,FT0X FT1X FT2X FT3X FT4X FT5X FT6X FT7X FT8X;
FT/z,Amsterdam & St. Paul Is.,10,AF,39,68,-37.85,-77.53,-5.0,FT0Z FT1Z FT2Z FT3Z FT4Z FT5Z FT6Z FT7Z FT8Z;
FW,Wallis & Futuna Islands,298,OC,32,62,-13.30,176.20,-12.0,FW TW;
FY,French Guiana,63,SA,9,12,4.00,53.00,3.0,FY =TO1A =TO5BR;
G,England,223,EU,14,27,52.77,1.47,0.0,2E G M;
GD,Isle of Man,114,EU,14,27,54.20,4.53,0.0,2D GD GT MD MT;
GI,Northern Ireland,265,EU,14,27,54.73,6.68,0.0,2I GI GN MI MN =GB0BTC =GB0GPF =GB1DDG =GB2DMR =GB3NGI =GB4UAS =GB5SPD;
GJ,Jersey,122,EU,14,27,49.22,2.18,0.0,2J GH GJ MH MJ =GB2JSA;
*GM/s,Shetland Islands,279,EU,14,27,60.50,1.50,0.0,GZ MZ =2M0BDR =2M0BDT =2M0CPN =2M0GFC =2M0SEG =2M0SPX =2M0ZET =GB2ELH =GB3LER =GB3LER/B =GB4LER =GM0CXQ =GM0EKM =GM0GFL =GM0ILB =GM0JDB =GM1FGN =GM1KKI =GM1ZNR =GM3KLA =GM3WHT =GM3ZET =GM4IPK =GM4JPI =GM4LBE =GM4LER =GM4PXG =GM4SLV =GM4SSA =GM4WXQ =GM4ZHL =GM6RQW =GM6YQA =GM7AFE =GM7GWW =GM8LNH =GM8MMA =GM8YEC =GS3ZET =MM0LSM =MM0XAU =MM0ZAL =MM0ZCG =MM1FJM =MM3VQO =MM5PSL =MM5YLO =MM6BDU =MM6BZQ =MM6MFA =MM6PTE =MM6SJK =MM6ZBG =MM6ZDW =MS0ZCG =MS0ZET;
GM,Scotland,279,EU,14,27,56.82,4.18,0.0,2A 2M GA GM GS GZ MA MM MS MZ =GB0GDS =GB0GGR =GB0NHL =GB0SSB =GB1OL =GB2CM =GB2ELH =GB2GNL =GB2OWM =GB2RB =GB3ANG =GB3LER =GB3LER/B =GB3ORK =GB3ORK/B =GB4GM =GB4LER =GB4MSE =GB5AG;
GU,Guernsey,106,EU,14,27,49.45,2.58,0.0,2U GP GU MP MU;
GW,Wales,294,EU,14,27,52.28,3.73,0.0,2W GC GW MC MW =GB0GMT =GB0MPA =GB0RSC =GB100BVU =GB2GVA =GB2IMD =GB2MOP =GB2TD =GB4GSS =GB4MD =GB4MDI =GB4SDD =GB6BLB =GB6RAF =GB8MD;
H4,Solomon Islands,185,OC,28,51,-9.00,-160.00,-11.0,H4;
H40,Temotu Province,507,OC,32,51,-10.72,-165.80,-11.0,H40;
HA,Hungary,239,EU,15,28,47.12,-19.28,-1.0,HA HG;
HB,Switzerland,287,EU,14,28,46.87,-8.12,-1.0,HB HE;
HB0,Liechtenstein,251,EU,14,28,47.13,-9.57,-1.0,HB0 HE0;
HC,Ecuador,120,SA,10,12,-1.40,78.40,5.0,HC HD;
HC8,Galapagos Islands,71,SA,10,12,-0.78,91.03,6.0,HC8 HD8;
HH,Haiti,78,NA,8,11,19.02,72.18,5.0,4V HH;
HI,Dominican Republic,72,NA,8,11,19.13,70.68,4.0,HI;
HK,Colombia,116,SA,9,12,5.00,74.00,5.0,5J 5K HJ HK;
HK0/a,San Andres & Providencia,216,NA,7,11,12.55,81.72,5.0,5J0 5K0 HJ0 HK0;
HK0/m,Malpelo Island,161,SA,9,12,3.98,81.58,5.0,HJ0M HK0M =HK0TU;
HL,Republic of Korea,137,AS,25,44,36.23,-127.90,-9.0,6K 6L 6M 6N D7 D8 D9 DS DT HL KL9K;
HP,Panama,88,NA,7,11,9.00,80.00,5.0,3E 3F H3 H8 H9 HO HP;
HR,Honduras,80,NA,7,11,15.00,87.00,6.0,HQ HR;
HS,Thailand,387,AS,26,49,12.60,-99.70,-7.0,E2 HS;
HV,Vatican City,295,EU,15,28,41.90,-12.47,-1.0,HV;
HZ,Saudi Arabia,378,AS,21,39,24.20,-43.83,-3.0,7Z 8Z HZ;
I,Italy,248,EU,15,28,42.82,-12.58,-1.0,I =4U0WFP =4U1GSC =4U20B;
*IG9,African Italy,248,AF,33,37,35.67,-12.67,-1.0,IG9 IH9 =IY9A;
IS,Sardinia,225,EU,15,28,40.15,-9.27,-1.0,IM0 IS IW0U IW0V IW0W IW0X IW0Y IW0Z =II0ICH =II0IDP =II0SB =IQ0AG =IQ0AH =IQ0AI =IQ0AK =IQ0AL =IQ0AM =IQ0EH =IQ0HO =IQ0ID =IQ0NU =IQ0NU/P =IQ0OG =IQ0QP =IQ0SS =IY0GA;
*IT9,Sicily,248,EU,15,28,37.50,-14.00,-1.0,IB9 ID9 IE9 IF9 II9 IJ9 IO9 IQ9 IR9 IT9 IU9 IW9;
J2,Djibouti,382,AF,37,48,11.75,-42.35,-3.0,J2;
J3,Grenada,77,NA,8,11,12.13,61.68,4.0,J3;
J5,Guinea-Bissau,109,AF,35,46,12.02,14.80,0.0,J5;
J6,St. Lucia,97,NA,8,11,13.87,61.00,4.0,J6;
J7,Dominica,95,NA,8,11,15.43,61.35,4.0,J7;
J8,St. Vincent,98,NA,8,11,13.23,61.20,4.0,J8;
JA,Japan,339,AS,25,45,36.40,-138.38,-9.0,7J 7K 7L 7M 7N 8J 8K 8L 8M 8N JA JE JF JG JH JI JJ JK JL JM JN JO JP JQ JR JS;
JD/m,Minami Torishima,177,OC,27,90,24.28,-153.97,-10.0,=JD1YAA =JG8NQJ/JD1;
JD/o,Ogasawara,192,AS,27,45,27.05,-142.20,-9.0,JD1;
JT,Mongolia,363,AS,23,32,46.77,-102.17,-7.0,JT JU JV JT2[33] JT3[33] JU2[33] JU3[33] JV2[33] JV3[33];
JW,Svalbard,259,EU,40,18,78.00,-16.00,-1.0,JW;
*JW/b,Bear Island,259,EU,40,18,74.43,-19.08,-1.0,=JW9JKA;
JX,Jan Mayen,118,EU,40,18,71.05,8.28,1.0,JX;
JY,Jordan,342,AS,20,39,31.18,-36.42,-2.0,JY;
K,United States,291,NA,5,8,37.53,91.67,5.0,AA AB AC AD AE AF AG AI AJ AK K N W =4U1WB(5)[8];
KG4,Guantanamo Bay,105,NA,8,11,20.00,75.00,5.0,KG4;
KH0,Mariana Islands,166,OC,27,64,15.18,-145.72,-10.0,AH0 KH0 NH0 WH0 =AB9OQ =AF6EO =AH2U =KG7DCN =NA1M =W1PJ =W3STX =WH6ZW;
KH1,Baker & Howland Islands,20,OC,31,61,0.00,176.00,12.0,AH1 KH1 NH1 WH1;
KH2,Guam,103,OC,27,64,13.37,-144.70,-10.0,AH2 KH2 NH2 WH2 =KB7OVT =KD7IRV =KE7IPG =KG6DX =KG6JDX =KG6TWZ =WH0AC;
KH3,Johnston Island,123,OC,31,61,16.72,169.53,10.0,AH3 KH3 NH3 WH3;
KH4,Midway Island,174,OC,31,61,28.20,177.37,11.0,AH4 KH4 NH4 WH4;
KH5,Palmyra & Jarvis Islands,197,OC,31,61,5.87,162.07,11.0,AH5 KH5 NH5 WH5;
KH5K,Kingman Reef,134,OC,31,61,6.40,162.40,11.0,AH5K KH5K NH5K WH5K;
KH6,Hawaii,110,OC,31,61,21.12,157.48,10.0,AH6 AH7 KH6 KH7 NH6 NH7 WH6 WH7 =AC4PJ =AC4TJ =K1ENT =K1OWL =K2GT =K5HQM =K6IJ =K9FD =KA0FOR =KA6RUZ =KB6EGA =KB7UVR =KC2GSU =KC6SHT =KC7DUT =KC7I =KC7KAT =KC7KAW =KC7LFM =KD3FZ =KD5MQY =KD7GLO =KD7LMP =KD7SMV =KD7WJM =KE4RNU =KE4ZXQ =KE6AXP =KE6JXO =KE7HEW =KF6MQT =KG0XR =KG7CVR =KI4HCZ =KI4NOH =KI4YAF =KI6WOJ =KK6OMX =KQ6CD =N0ZSJ =N7BLC =N7ODC =N9SBL =W6TDX =W7DJK =W7KFI =W7NX =W7RCR =W8JVF =WA4ZOF =WA6UVF =WB4JTT =WB6SAA;
KH7K,Kure Island,138,OC,31,61,29.00,178.00,10.0,AH7K KH7K NH7K WH7K;
KH8,American Samoa,9,OC,32,62,-14.32,170.78,11.0,AH8 KH8 NH8 WH8;
KH8/s,Swains Island,515,OC,32,62,-11.05,171.25,11.0,=KH8S/NA6M;
KH9,Wake Island,297,OC,31,65,19.28,-166.63,-12.0,AH9 KH9 NH9 WH9;
KL,Alaska,6,NA,1,1,61.40,148.87,8.0,AL KL NL WL =AB9OM =AD0DK =K0CAW =K2ICW =K6WBZ =K7ZOA =KB1KLH =KB1WQL =KB7AMA =KB7IBI =KB8TEW =KC3DBK =KC5SLA =KC7AXO =KC7IKE =KC7IKF =KD0CZC =KD0FJG =KD2CTE =KD8GEL =KD8LNA =KE4YEI =KE4YLG =KE5JTB =KE5QDJ =KE5QDK =KF4PLR =KF5FJQ =KF5STO =KF5YYK =KF6BOV =KG4TJS =KG7GJL =KG7LBW =KI4COG =KI4ERC =KJ4IAQ =KK4AMV =KK6IUY =KM4AGL =KS0C =KY7J =N0IVJ =N0WXJ =N2TJY =N2YZW =N6SPP =N7ZYS =W0RWS =W5JKT =W5MQS =W7DDG =W7RAZ =W8TCX =W9ITU =WA1FVJ =WA2BIW;
KP1,Navassa Island,182,NA,8,11,18.40,75.00,5.0,KP1 NP1 WP1;
KP2,US Virgin Islands,285,NA,8,11,17.73,64.80,4.0,KP2 NP2 WP2 =K5TP =K9VV =KB1MDZ =KV4BT =KV4CF =KV4FZ =W4YY =WA4HLB =WT3A;
KP4,Puerto Rico,202,NA,8,11,18.18,66.55,4.0,KP3 KP4 NP3 NP4 WP3 WP4 =KA2GNG =KA9UTY =KB1UZV =KC2TE =KD4TVS =KH2RU =KP2Z =N2KUE =N4LER =N5PLN =NB0G =WA2RVA =WB5YOF;
KP5,Desecheo Island,43,NA,8,11,18.08,67.88,4.0,KP5 NP5 WP5;
LA,Norway,266,EU,14,18,61.00,-9.00,-1.0,LA LB LC LD LE LF LG LH LI LJ LK LL LM LN;
LU,Argentina,100,SA,13,14,-34.80,65.92,3.0,AY AZ L1 L2 L3 L4 L5 L6 L7 L8 L9 LO LP LQ LR LS LT LU LV LW AY0V[16] AY0W[16] AY0X[16] AY0Y[16] AY1V[16] AY1W[16] AY1X[16] AY1Y[16] AY2V[16] AY2W[16] AY2X[16] AY2Y[16] AY3V[16] AY3W[16] AY3X[16] AY3Y[16] AY4V[16] AY4W[16] AY4X[16] AY4Y[16] AY5V[16] AY5W[16] AY5X[16] AY5Y[16] AY6V[16] AY6W[16] AY6X[16] AY6Y[16] AY7V[16] AY7W[16] AY7X[16] AY7Y[16] AY8V[16] AY8W[16] AY8X[16] AY8Y[16] AY9V[16] AY9W[16] AY9X[16] AY9Y[16] AZ0V[16] AZ0W[16] AZ0X[16] AZ0Y[16] AZ1V[16] AZ1W[16] AZ1X[16] AZ1Y[16] AZ2V[16] AZ2W[16] AZ2X[16] AZ2Y[16] AZ3V[16] AZ3W[16] AZ3X[16] AZ3Y[16] AZ4V[16] AZ4W[16] AZ4X[16] AZ4Y[16] AZ5V[16] AZ5W[16] AZ5X[16] AZ5Y[16] AZ6V[16] AZ6W[16] AZ6X[16] AZ6Y[16] AZ7V[16] AZ7W[16] AZ7X[16] AZ7Y[16] AZ8V[16] AZ8W[16] AZ8X[16] AZ8Y[16] AZ9V[16] AZ9W[16] AZ9X[16] AZ9Y[16] L20V[16] L20W[16] L20X[16] L20Y[16] L21V[16] L21W[16] L21X[16] L21Y[16] L22V[16] L22W[16] L22X[16] L22Y[16] L23V[16] L23W[16] L23X[16] L23Y[16] L24V[16] L24W[16] L24X[16] L24Y[16] L25V[16] L25W[16] L25X[16] L25Y[16] L26V[16] L26W[16] L26X[16] L26Y[16] L27V[16] L27W[16] L27X[16] L27Y[16] L28V[16] L28W[16] L28X[16] L28Y[16] L29V[16] L29W[16] L29X[16] L29Y[16] L30V[16] L30W[16] L30X[16] L30Y[16] L31V[16] L31W[16] L31X[16] L31Y[16] L32V[16] L32W[16] L32X[16] L32Y[16] L33V[16] L33W[16] L33X[16] L33Y[16] L34V[16] L34W[16] L34X[16] L34Y[16] L35V[16] L35W[16] L35X[16] L35Y[16] L36V[16] L36W[16] L36X[16] L36Y[16] L37V[16] L37W[16] L37X[16] L37Y[16] L38V[16] L38W[16] L38X[16] L38Y[16] L39V[16] L39W[16] L39X[16] L39Y[16] L40V[16] L40W[16] L40X[16] L40Y[16] L41V[16] L41W[16] L41X[16] L41Y[16] L42V[16] L42W[16] L42X[16] L42Y[16] L43V[16] L43W[16] L43X[16] L43Y[16] L44V[16] L44W[16] L44X[16] L44Y[16] L45V[16] L45W[16] L45X[16] L45Y[16] L46V[16] L46W[16] L46X[16] L46Y[16] L47V[16] L47W[16] L47X[16] L47Y[16] L48V[16] L48W[16] L48X[16] L48Y[16] L49V[16] L49W[16] L49X[16] L49Y[16] L50V[16] L50W[16] L50X[16] L50Y[16] L51V[16] L51W[16] L51X[16] L51Y[16] L52V[16] L52W[16] L52X[16] L52Y[16] L53V[16] L53W[16] L53X[16] L53Y[16] L54V[16] L54W[16] L54X[16] L54Y[16] L55V[16] L55W[16] L55X[16] L55Y[16] L56V[16] L56W[16] L56X[16] L56Y[16] L57V[16] L57W[16] L57X[16] L57Y[16] L58V[16] L58W[16] L58X[16] L58Y[16] L59V[16] L59W[16] L59X[16] L59Y[16] L60V[16] L60W[16] L60X[16] L60Y[16] L61V[16] L61W[16] L61X[16] L61Y[16] L62V[16] L62W[16] L62X[16] L62Y[16] L63V[16] L63W[16] L63X[16] L63Y[16] L64V[16] L64W[16] L64X[16] L64Y[16] L65V[16] L65W[16] L65X[16] L65Y[16] L66V[16] L66W[16] L66X[16] L66Y[16] L67V[16] L67W[16] L67X[16] L67Y[16] L68V[16] L68W[16] L68X[16] L68Y[16] L69V[16] L69W[16] L69X[16] L69Y[16] L70V[16] L70W[16] L70X[16] L70Y[16] L71V[16] L71W[16] L71X[16] L71Y[16] L72V[16] L72W[16] L72X[16] L72Y[16] L73V[16] L73W[16] L73X[16] L73Y[16] L74V[16] L74W[16] L74X[16] L74Y[16] L75V[16] L75W[16] L75X[16] L75Y[16] L76V[16] L76W[16] L76X[16] L76Y[16] L77V[16] L77W[16] L77X[16] L77Y[16] L78V[16] L78W[16] L78X[16] L78Y[16] L79V[16] L79W[16] L79X[16] L79Y[16] L80V[16] L80W[16] L80X[16] L80Y[16] L81V[16] L81W[16] L81X[16] L81Y[16] L82V[16] L82W[16] L82X[16] L82Y[16] L83V[16] L83W[16] L83X[16] L83Y[16] L84V[16] L84W[16] L84X[16] L84Y[16] L85V[16] L85W[16] L85X[16] L85Y[16] L86V[16] L86W[16] L86X[16] L86Y[16] L87V[16] L87W[16] L87X[16] L87Y[16] L88V[16] L88W[16] L88X[16] L88Y[16] L89V[16] L89W[16] L89X[16] L89Y[16] L90V[16] L90W[16] L90X[16] L90Y[16] L91V[16] L91W[16] L91X[16] L91Y[16] L92V[16] L92W[16] L92X[16] L92Y[16] L93V[16] L93W[16] L93X[16] L93Y[16] L94V[16] L94W[16] L94X[16] L94Y[16] L95V[16] L95W[16] L95X[16] L95Y[16] L96V[16] L96W[16] L96X[16] L96Y[16] L97V[16] L97W[16] L97X[16] L97Y[16] L98V[16] L98W[16] L98X[16] L98Y[16] L99V[16] L99W[16] L99X[16] L99Y[16] LO0V[16] LO0W[16] LO0X[16] LO0Y[16] LO1V[16] LO1W[16] LO1X[16] LO1Y[16] LO2V[16] LO2W[16] LO2X[16] LO2Y[16] LO3V[16] LO3W[16] LO3X[16] LO3Y[16] LO4V[16] LO4W[16] LO4X[16] LO4Y[16] LO5V[16] LO5W[16] LO5X[16] LO5Y[16] LO6V[16] LO6W[16] LO6X[16] LO6Y[16] LO7V[16] LO7W[16] LO7X[16] LO7Y[16] LO8V[16] LO8W[16] LO8X[16] LO8Y[16] LO9V[16] LO9W[16] LO9X[16] LO9Y[16] LP0V[16] LP0W[16] LP0X[16] LP0Y[16] LP1V[16] LP1W[16] LP1X[16] LP1Y[16] LP2V[16] LP2W[16] LP2X[16] LP2Y[16] LP3V[16] LP3W[16] LP3X[16] LP3Y[16] LP4V[16] LP4W[16] LP4X[16] LP4Y[16] LP5V[16] LP5W[16] LP5X[16] LP5Y[16] LP6V[16] LP6W[16] LP6X[16] LP6Y[16] LP7V[16] LP7W[16] LP7X[16] LP7Y[16] LP8V[16] LP8W[16] LP8X[16] LP8Y[16] LP9V[16] LP9W[16] LP9X[16] LP9Y[16] LQ0V[16] LQ0W[16] LQ0X[16] LQ0Y[16] LQ1V[16] LQ1W[16] LQ1X[16] LQ1Y[16] LQ2V[16] LQ2W[16] LQ2X[16] LQ2Y[16] LQ3V[16] LQ3W[16] LQ3X[16] LQ3Y[16] LQ4V[16] LQ4W[16] LQ4X[16] LQ4Y[16] LQ5V[16] LQ5W[16] LQ5X[16] LQ5Y[16] LQ6V[16] LQ6W[16] LQ6X[16] LQ6Y[16] LQ7V[16] LQ7W[16] LQ7X[16] LQ7Y[16] LQ8V[16] LQ8W[16] LQ8X[16] LQ8Y[16] LQ9V[16] LQ9W[16] LQ9X[16] LQ9Y[16] LR0V[16] LR0W[16] LR0X[16] LR0Y[16] LR1V[16] LR1W[16] LR1X[16] LR1Y[16] LR2V[16] LR2W[16] LR2X[16] LR2Y[16] LR3V[16] LR3W[16] LR3X[16] LR3Y[16] LR4V[16] LR4W[16] LR4X[16] LR4Y[16] LR5V[16] LR5W[16] LR5X[16] LR5Y[16] LR6V[16] LR6W[16] LR6X[16] LR6Y[16] LR7V[16] LR7W[16] LR7X[16] LR7Y[16] LR8V[16] LR8W[16] LR8X[16] LR8Y[16] LR9V[16] LR9W[16] LR9X[16] LR9Y[16] LS0V[16] LS0W[16] LS0X[16] LS0Y[16] LS1V[16] LS1W[16] LS1X[16] LS1Y[16] LS2V[16] LS2W[16] LS2X[16] LS2Y[16] LS3V[16] LS3W[16] LS3X[16] LS3Y[16] LS4V[16] LS4W[16] LS4X[16] LS4Y[16] LS5V[16] LS5W[16] LS5X[16] LS5Y[16] LS6V[16] LS6W[16] LS6X[16] LS6Y[16] LS7V[16] LS7W[16] LS7X[16] LS7Y[16] LS8V[16] LS8W[16] LS8X[16] LS8Y[16] LS9V[16] LS9W[16] LS9X[16] LS9Y[16] LT0V[16] LT0W[16] LT0X[16] LT0Y[16] LT1V[16] LT1W[16] LT1X[16] LT1Y[16] LT2V[16] LT2W[16] LT2X[16] LT2Y[16] LT3V[16] LT3W[16] LT3X[16] LT3Y[16] LT4V[16] LT4W[16] LT4X[16] LT4Y[16] LT5V[16] LT5W[16] LT5X[16] LT5Y[16] LT6V[16] LT6W[16] LT6X[16] LT6Y[16] LT7V[16] LT7W[16] LT7X[16] LT7Y[16] LT8V[16] LT8W[16] LT8X[16] LT8Y[16] LT9V[16] LT9W[16] LT9X[16] LT9Y[16] LU0V[16] LU0W[16] LU0X[16] LU0Y[16] LU1V[16] LU1W[16] LU1X[16] LU1Y[16] LU2V[16] LU2W[16] LU2X[16] LU2Y[16] LU3V[16] LU3W[16] LU3X[16] LU3Y[16] LU4V[16] LU4W[16] LU4X[16] LU4Y[16] LU5V[16] LU5W[16] LU5X[16] LU5Y[16] LU6V[16] LU6W[16] LU6X[16] LU6Y[16] LU7V[16] LU7W[16] LU7X[16] LU7Y[16] LU8V[16] LU8W[16] LU8X[16] LU8Y[16] LU9V[16] LU9W[16] LU9X[16] LU9Y[16] LV0V[16] LV0W[16] LV0X[16] LV0Y[16] LV1V[16] LV1W[16] LV1X[16] LV1Y[16] LV2V[16] LV2W[16] LV2X[16] LV2Y[16] LV3V[16] LV3W[16] LV3X[16] LV3Y[16] LV4V[16] LV4W[16] LV4X[16] LV4Y[16] LV5V[16] LV5W[16] LV5X[16] LV5Y[16] LV6V[16] LV6W[16] LV6X[16] LV6Y[16] LV7V[16] LV7W[16] LV7X[16] LV7Y[16] LV8V[16] LV8W[16] LV8X[16] LV8Y[16] LV9V[16] LV9W[16] LV9X[16] LV9Y[16] LW0V[16] LW0W[16] LW0X[16] LW0Y[16] LW1V[16] LW1W[16] LW1X[16] LW1Y[16] LW2V[16] LW2W[16] LW2X[16] LW2Y[16] LW3V[16] LW3W[16] LW3X[16] LW3Y[16] LW4V[16] LW4W[16] LW4X[16] LW4Y[16] LW5V[16] LW5W[16] LW5X[16] LW5Y[16] LW6V[16] LW6W[16] LW6X[16] LW6Y[16] LW7V[16] LW7W[16] LW7X[16] LW7Y[16] LW8V[16] LW8W[16] LW8X[16] LW8Y[16] LW9V[16] LW9W[16] LW9X[16] LW9Y[16] =LU1DVE/D =LU1WCR/W[16] =LU1WJY/W[16] =LU1XA/XA[16] =LU1XS/O =LU2DVI/H =LU2VCS/V[16] =LU3DXG/D =LU4DMI/D =LU5WSA/W[16] =LU5WT/W[16] =LU5XP/D =LU6DDC/D =LU6DM/D =LU6VA/V[16] =LU6VM/V[16] =LU6WG/W[16] =LU7WW/W[16] =LU8DCH/D =LU8EHV/D =LU8XW/XP[16] =LU9EV/D =LW3DN/D =LW3DSR/D =LW4DBM/D;
LX,Luxembourg,254,EU,14,27,50.00,-6.00,-1.0,LX;
LY,Lithuania,146,EU,15,29,55.45,-23.63,-2.0,LY;
LZ,Bulgaria,212,EU,20,28,42.83,-25.08,-2.0,LZ;
OA,Peru,136,SA,10,12,-10.00,76.00,5.0,4T OA OB OC;
OD,Lebanon,354,AS,20,39,33.83,-35.83,-2.0,OD;
OE,Austria,206,EU,15,28,47.33,-13.33,-1.0,4U1V OE =4Y1A =C7A;
OH,Finland,224,EU,15,18,63.78,-27.08,-2.0,OF OG OH OI OJ;
OH0,Aland Islands,5,EU,15,18,60.13,-20.37,-2.0,OF0 OG0 OH0 OI0;
OJ0,Market Reef,167,EU,15,18,60.00,-19.00,-2.0,OJ0;
OK,Czech Republic,503,EU,15,28,50.00,-16.00,-1.0,OK OL;
OM,Slovak Republic,504,EU,15,28,49.00,-20.00,-1.0,OM;
ON,Belgium,209,EU,14,27,50.70,-4.85,-1.0,ON OO OP OQ OR OS OT;
OX,Greenland,237,NA,40,5,74.00,42.78,3.0,OX XP;
OY,Faroe Islands,222,EU,14,18,62.07,6.93,0.0,OW OY;
OZ,Denmark,221,EU,14,18,56.00,-10.00,-1.0,5P 5Q OU OV OZ;
P2,Papua New Guinea,163,OC,28,51,-9.50,-147.12,-10.0,P2;
P4,Aruba,91,SA,9,11,12.53,69.98,4.0,P4;
P5,DPR of Korea,344,AS,25,44,39.78,-126.30,-9.0,HM P5 P6 P7 P8 P9;
PA,Netherlands,263,EU,14,27,52.28,-5.47,-1.0,PA PB PC PD PE PF PG PH PI;
PJ2,Curacao,517,SA,9,11,12.17,69.00,4.0,PJ2;
PJ4,Bonaire,520,SA,9,11,12.20,68.25,4.0,PJ4;
PJ5,Saba & St. Eustatius,519,NA,8,11,17.57,63.10,4.0,PJ5 PJ6;
PJ7,Sint Maarten,518,NA,8,11,18.07,63.07,4.0,PJ7;
PY,Brazil,108,SA,11,15,-10.00,53.00,3.0,PP PQ PR PS PT PU PV PW PX PY ZV ZW ZX ZY ZZ PP6[13] PP7[13] PP8[12] PQ2[13] PQ8[13] PR7[13] PR8[13] PS7[13] PS8[13] PT2[13] PT7[13] PT8[12] PV8[12] PW8[12] PY6[13] PY7[13] PY8[13] PY9[13];
PY0F,Fernando de Noronha,56,SA,11,13,-3.85,32.43,2.0,PP0F PQ0F PR0F PS0F PT0F PU0F PV0F PW0F PX0F PY0F PY0Z ZV0F ZW0F ZX0F ZY0F ZY0Z ZZ0F PP0R PQ0R PR0R PS0R PT0R PU0R PV0R PW0R PX0R PY0R ZV0R ZW0R ZX0R ZY0R ZZ0R;
PY0S,St. Peter & St. Paul,253,SA,11,13,0.00,29.00,2.0,PP0S PQ0S PR0S PS0S PT0S PU0S PV0S PW0S PX0S PY0S ZV0S ZW0S ZX0S ZY0S ZZ0S;
PY0T,Trindade & Martim Vaz,273,SA,11,15,-20.50,29.32,2.0,PP0T PQ0T PR0T PS0T PT0T PU0T PV0T PW0T PX0T PY0T ZV0T ZW0T ZX0T ZY0T ZZ0T;
PZ,Suriname,140,SA,9,12,4.00,56.00,3.0,PZ;
R1FJ,Franz Josef Land,61,EU,40,75,80.68,-49.92,-3.0,RI1FJ;
S0,Western Sahara,302,AF,33,46,24.82,13.85,0.0,S0;
S2,Bangladesh,305,AS,22,41,24.12,-89.65,-6.0,S2 S3;
S5,Slovenia,499,EU,15,28,46.00,-14.00,-1.0,S5;
S7,Seychelles,379,AF,39,53,-4.67,-55.47,-4.0,S7;
S9,Sao Tome & Principe,219,AF,36,47,0.22,-6.57,0.0,S9;
SM,Sweden,284,EU,14,18,61.20,-14.57,-1.0,7S 8S SA SB SC SD SE SF SG SH SI SJ SK SL SM;
SP,Poland,269,EU,15,28,52.28,-18.67,-1.0,3Z HF SN SO SP SQ SR;
ST,Sudan,466,AF,34,48,14.47,-28.62,-3.0,6T 6U ST;
SU,Egypt,478,AF,34,38,26.28,-28.60,-2.0,6A 6B SS SU;
SV,Greece,236,EU,20,28,39.78,-21.78,-2.0,J4 SV SW SX SY SZ;
SV/a,Mount Athos,180,EU,20,28,40.00,-24.00,-2.0,=SV2ASP/A;
SV5,Dodecanese,45,EU,20,28,36.17,-27.93,-2.0,J45 SV5 SW5 SX5 SY5 SZ5 =SV0XCA/5;
SV9,Crete,40,EU,20,28,35.23,-24.78,-2.0,J49 SV9 SW9 SX9 SY9 SZ9 =SV0XBN/9 =SV0XCC/9;
T2,Tuvalu,282,OC,31,65,-8.50,-179.20,-12.0,T2;
T30,Western Kiribati,301,OC,31,65,1.42,-173.00,-12.0,T30;
T31,Central Kiribati,31,OC,31,62,-2.83,171.72,-13.0,T31;
T32,Eastern Kiribati,48,OC,31,61,1.80,157.35,-14.0,T32;
T33,Banaba Island,490,OC,31,65,-0.88,-169.53,-12.0,T33;
T5,Somalia,232,AF,37,48,2.03,-45.35,-3.0,6O T5;
T7,San Marino,278,EU,15,28,43.95,-12.45,-1.0,T7;
T8,Palau,22,OC,27,64,7.45,-134.53,-9.0,T8;
TA,Asiatic Turkey,390,AS,20,39,39.18,-35.65,-2.0,TA TB TC YM;
*TA1,European Turkey,390,EU,20,39,41.02,-28.97,-2.0,TA1 TB1 TC1 YM1 =TA6CQ/1;
TF,Iceland,242,EU,40,17,64.80,18.73,0.0,TF;
TG,Guatemala,76,NA,7,11,15.50,90.30,6.0,TD TG;
